Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Slurpuff,Fairy,11,82,80,86,72,320,Gourgeist Average Size,Ghost,16,65,90,122,84,281,0,9019,685,711
Inkay,Dark,6,53,54,53,45,205,Gourgeist Large Size,Ghost,16,75,95,122,69,253,1,9020,686,711
Malamar,Dark,6,86,92,88,73,339,Gourgeist Small Size,Ghost,16,55,85,122,99,177,0,9021,687,711
Binacle,Rock,15,42,52,67,50,211,Gourgeist Super Size,Ghost,16,85,100,122,54,309,1,9022,688,711
Barbaracle,Rock,15,72,105,115,68,360,Haunter,Ghost,16,45,50,45,95,130,0,9023,689,93
Skrelp,Poison,7,50,60,60,30,200,Lampent,Ghost,16,60,40,60,55,185,0,9024,690,608
Dragalge,Poison,7,65,75,90,44,274,Litwick,Ghost,16,50,30,55,20,117.5,0,9025,691,607
Clauncher,Water,3,50,53,62,44,209,Mega Banette,Ghost,16,64,165,75,75,326,1,9026,692,354
Clawitzer,Water,3,71,73,88,59,291,Mega Gengar,Ghost,16,60,65,80,130,262,0,9027,693,94
Helioptile,Electric,8,44,38,33,70,185,Mimikyu,Ghost,16,55,90,80,96,283,1,9028,694,778
Heliolisk,Electric,8,62,55,52,109,278,Misdreavus,Ghost,16,60,60,60,85,210,0,9029,695,200
Tyrunt,Rock,15,58,89,77,48,272,Mismagius,Ghost,16,60,60,60,105,196,0,9030,696,429
Tyrantrum,Rock,15,82,121,119,71,393,Oricorio Sensu Style,Ghost,16,75,70,70,93,66,0,9031,697,741
Amaura,Rock,15,77,59,50,46,232,Palossand,Ghost,16,85,75,110,35,275.5,1,9032,698,770
Aurorus,Rock,15,123,77,72,58,330,Phantump,Ghost,16,43,70,48,38,122,0,9033,699,708
Sylveon,Fairy,11,95,65,65,60,285,Polteageist,Ghost,16,60,65,65,70,195,0,9034,700,855
Hawlucha,Fighting,13,78,92,75,118,363,Pumpkaboo Average Size,Ghost,16,49,66,70,51,144,0,9035,701,710
Dedenne,Electric,8,67,58,57,101,283,Pumpkaboo Large Size,Ghost,16,54,66,70,46,207,0,9036,702,710
Carbink,Rock,15,50,50,150,50,300,Pumpkaboo Small Size,Ghost,16,44,66,70,56,186,0,9037,703,710
Goomy,Dragon,17,45,50,35,40,170,Pumpkaboo Super Size,Ghost,16,59,66,70,41,186,1,9038,704,710
Sliggoo,Dragon,17,68,75,53,60,256,Sandygast,Ghost,16,55,55,80,15,130,0,9039,705,769
Goodra,Dragon,17,90,100,70,80,340,Shuppet,Ghost,16,44,75,35,45,99,0,9040,706,353
Klefki,Steel,12,57,80,91,75,303,Sinistea,Ghost,16,40,45,45,50,100,0,9041,707,854
Phantump,Ghost,16,43,70,48,38,199,Spiritomb,Ghost,16,50,92,108,35,215,1,9042,708,442
Trevenant,Ghost,16,85,110,76,56,327,Trevenant,Ghost,16,85,110,76,56,107,0,9043,709,709
Pumpkaboo Average Size,Ghost,16,49,66,70,51,236,Yamask,Ghost,16,38,30,85,30,51,0,9044,710,562
Pumpkaboo Small Size,Ghost,16,44,66,70,56,236,Banette,Ghost,16,64,115,65,65,177,0,9045,710,354
Pumpkaboo Large Size,Ghost,16,54,66,70,46,236,Chandelure,Ghost,16,60,55,90,80,153,0,9046,710,609
Pumpkaboo Super Size,Ghost,16,59,66,70,41,236,Cofagrigus,Ghost,16,58,50,145,30,151,0,9047,710,563
Gourgeist Average Size,Ghost,16,65,90,122,84,361,Cursola,Ghost,16,60,95,50,30,55,0,9048,711,864
Gourgeist Small Size,Ghost,16,55,85,122,99,361,Dhelmise,Ghost,16,70,131,100,40,171,0,9049,711,781
Gourgeist Large Size,Ghost,16,75,95,122,69,361,Drifblim,Ghost,16,150,80,44,80,164,0,9050,711,426
Gourgeist Super Size,Ghost,16,85,100,122,54,361,Drifloon,Ghost,16,90,50,34,70,44,0,9051,711,425
Bergmite,Ice,10,55,69,85,28,237,Dusclops,Ghost,16,40,70,130,25,196,0,9052,712,356
Avalugg,Ice,10,95,117,184,28,424,Dusknoir,Ghost,16,45,100,135,45,208,0,9053,713,477
Noibat,Flying,18,40,30,35,55,160,Duskull,Ghost,16,20,40,90,25,145,0,9054,714,355
Noivern,Flying,18,85,70,80,123,358,Galarian Corsola,Ghost,16,60,55,100,30,175,0,9055,715,222
Xerneas,Fairy,11,126,131,95,99,451,Gastly,Ghost,16,30,35,30,80,109.5,0,9056,716,92
Yveltal,Dark,6,126,131,95,99,451,Gengar,Ghost,16,60,65,60,110,33,0,9057,717,94
Zygarde 50% Forme,Dragon,17,108,100,121,95,424,Giratina Altered Forme,Ghost,16,150,100,120,90,260,0,9058,718,487
Zygarde 10% Forme,Dragon,17,54,100,71,115,340,Giratina Origin Forme,Ghost,16,150,120,100,90,260,0,9059,718,487
Zygarde Complete Forme,Dragon,17,216,100,121,85,522,Gourgeist Average Size,Ghost,16,65,90,122,84,261,0,9060,718,711
Diancie,Rock,15,50,100,150,50,350,Gourgeist Large Size,Ghost,16,75,95,122,69,261,0,9061,719,711
Mega Diancie,Rock,15,50,160,110,110,430,Gourgeist Small Size,Ghost,16,55,85,122,99,201,0,9062,719,711
Hoopa Hoopa Confined,Psychic,14,80,110,60,70,320,Gourgeist Super Size,Ghost,16,85,100,122,54,251,0,9063,720,711
Hoopa Hoopa Unbound,Psychic,14,80,160,60,80,380,Haunter,Ghost,16,45,50,45,95,-85,0,9064,720,93
Volcanion,Fire,2,80,110,120,70,380,Lampent,Ghost,16,60,40,60,55,215,0,9065,721,608
Rowlet,Grass,1,68,55,55,42,220,Litwick,Ghost,16,50,30,55,20,127.5,0,9066,722,607
Dartrix,Grass,1,78,75,75,52,280,Mega Banette,Ghost,16,64,165,75,75,304,1,9067,723,354
Decidueye,Grass,1,78,107,75,70,330,Mega Gengar,Ghost,16,60,65,80,130,281.5,0,9068,724,94
Litten,Fire,2,45,65,40,70,220,Mimikyu,Ghost,16,55,90,80,96,256,1,9069,725,778
Torracat,Fire,2,65,85,50,90,290,Misdreavus,Ghost,16,60,60,60,85,180,0,9070,726,200
Incineroar,Fire,2,95,115,90,60,360,Mismagius,Ghost,16,60,60,60,105,170,0,9071,727,429
Popplio,Water,3,50,54,54,40,198,Oricorio Sensu Style,Ghost,16,75,70,70,93,254,1,9072,728,741
Brionne,Water,3,60,69,69,50,248,Palossand,Ghost,16,85,75,110,35,167,0,9073,729,770
Primarina,Water,3,80,74,74,60,288,Phantump,Ghost,16,43,70,48,38,162,0,9074,730,708
Pikipek,Normal,5,35,75,30,65,205,Polteageist,Ghost,16,60,65,65,70,260,1,9075,731,855
Trumbeak,Normal,5,55,85,50,75,265,Pumpkaboo Average Size,Ghost,16,49,66,70,51,236,0,9076,732,710
Toucannon,Normal,5,80,120,75,60,335,Pumpkaboo Large Size,Ghost,16,54,66,70,46,236,0,9077,733,710
Yungoos,Normal,5,48,70,30,45,193,Pumpkaboo Small Size,Ghost,16,44,66,70,56,236,1,9078,734,710
Gumshoos,Normal,5,88,110,60,45,303,Pumpkaboo Super Size,Ghost,16,59,66,70,41,236,0,9079,735,710
Grubbin,Bug,4,47,62,45,46,200,Sandygast,Ghost,16,55,55,80,15,174,0,9080,736,769
Charjabug,Bug,4,57,82,95,36,270,Shuppet,Ghost,16,44,75,35,45,158,0,9081,737,353
Vikavolt,Bug,4,77,70,90,43,280,Sinistea,Ghost,16,40,45,45,50,145,0,9082,738,854
Crabrawler,Fighting,13,47,82,57,63,249,Spiritomb,Ghost,16,50,92,108,35,121,0,9083,739,442
Crabominable,Fighting,13,97,132,77,43,349,Trevenant,Ghost,16,85,110,76,56,195,0,9084,740,709
Oricorio Baile Style,Fire,2,75,70,70,93,308,Yamask,Ghost,16,38,30,85,30,113,0,9085,741,562
Oricorio Pom-Pom Style,Electric,8,75,70,70,93,308,Banette,Ghost,16,64,115,65,65,239,0,9086,741,354
Oricorio Pa'u Style,Psychic,14,75,70,70,93,308,Chandelure,Ghost,16,60,55,90,80,215,0,9087,741,609
Oricorio Sensu Style,Ghost,16,75,70,70,93,308,Cofagrigus,Ghost,16,58,50,145,30,143,0,9088,741,563
Cutiefly,Bug,4,40,45,40,84,209,Cursola,Ghost,16,60,95,50,30,212.5,1,9089,742,864
Ribombee,Bug,4,60,55,60,124,299,Dhelmise,Ghost,16,70,131,100,40,286,0,9090,743,781
Rockruff,Rock,15,45,65,40,60,210,Drifblim,Ghost,16,150,80,44,80,224,1,9091,744,426
O. T. Rockruff,Rock,15,45,65,40,60,210,Drifloon,Ghost,16,90,50,34,70,114,0,9092,744,425
Lycanroc Midday Form,Rock,15,75,115,65,112,367,Dusclops,Ghost,16,40,70,130,25,150,0,9093,745,356
Lycanroc Midnight Form,Rock,15,85,115,75,82,357,Dusknoir,Ghost,16,45,100,135,45,210,0,9094,745,477
Lycanroc Dusk Form,Rock,15,75,117,65,110,367,Duskull,Ghost,16,20,40,90,25,58,0,9095,745,355
Wishiwashi Solo Form,Water,3,45,20,20,40,125,Galarian Corsola,Ghost,16,60,55,100,30,225,1,9096,746,222
Wishiwashi School Form,Water,3,45,140,130,30,345,Gastly,Ghost,16,30,35,30,80,35,0,9097,746,92
Mareanie,Poison,7,50,53,62,45,210,Gengar,Ghost,16,60,65,60,110,281.75,1,9098,747,94
Toxapex,Poison,7,50,63,152,35,300,Giratina Altered Forme,Ghost,16,150,100,120,90,428.5,1,9099,748,487
Mudbray,Ground,9,70,100,70,45,285,Giratina Origin Forme,Ghost,16,150,120,100,90,460,1,9100,749,487
Mudsdale,Ground,9,100,125,100,35,360,Gourgeist Average Size,Ghost,16,65,90,122,84,298.5,0,9101,750,711
Dewpider,Water,3,38,40,52,27,157,Gourgeist Large Size,Ghost,16,75,95,122,69,341,1,9102,751,711
Araquanid,Water,3,68,70,92,42,272,Gourgeist Small Size,Ghost,16,55,85,122,99,326,1,9103,752,711
Fomantis,Grass,1,40,55,35,35,165,Gourgeist Super Size,Ghost,16,85,100,122,54,333.5,1,9104,753,711
Lurantis,Grass,1,70,105,90,45,310,Haunter,Ghost,16,45,50,45,95,182.5,0,9105,754,93
Morelull,Grass,1,40,35,55,15,145,Lampent,Ghost,16,60,40,60,55,197.5,1,9106,755,608
Shiinotic,Grass,1,60,45,80,30,215,Litwick,Ghost,16,50,30,55,20,132.5,0,9107,756,607
Salandit,Poison,7,48,44,40,77,209,Mega Banette,Ghost,16,64,165,75,75,357,1,9108,757,354
Salazzle,Poison,7,68,64,60,117,309,Mega Gengar,Ghost,16,60,65,80,130,319,1,9109,758,94
Stufful,Normal,5,70,75,50,50,245,Mimikyu,Ghost,16,55,90,80,96,321,1,9110,759,778
Bewear,Normal,5,120,125,80,60,385,Misdreavus,Ghost,16,60,60,60,85,265,0,9111,760,200
Bounsweet,Grass,1,42,30,38,32,142,Mismagius,Ghost,16,60,60,60,105,255,1,9112,761,429
Steenee,Grass,1,52,40,48,62,202,Oricorio Sensu Style,Ghost,16,75,70,70,93,288,1,9113,762,741
Tsareena,Grass,1,72,120,98,72,362,Palossand,Ghost,16,85,75,110,35,65,0,9114,763,770
Comfey,Fairy,11,51,52,90,100,293,Phantump,Ghost,16,43,70,48,38,147,0,9115,764,708
Oranguru,Normal,5,90,60,80,60,290,Polteageist,Ghost,16,60,65,65,70,260,0,9116,765,855
Passimian,Fighting,13,100,120,90,80,390,Pumpkaboo Average Size,Ghost,16,49,66,70,51,116,0,9117,766,710
Wimpod,Bug,4,25,35,40,80,180,Pumpkaboo Large Size,Ghost,16,54,66,70,46,201,1,9118,767,710
Golisopod,Bug,4,75,125,140,40,380,Pumpkaboo Small Size,Ghost,16,44,66,70,56,111,0,9119,768,710
Sandygast,Ghost,16,55,55,80,15,205,Pumpkaboo Super Size,Ghost,16,59,66,70,41,126,0,9120,769,710
Palossand,Ghost,16,85,75,110,35,305,Sandygast,Ghost,16,55,55,80,15,55,0,9121,770,769
Pyukumuku,Water,3,55,60,130,5,250,Shuppet,Ghost,16,44,75,35,45,139,0,9122,771,353
Type: Null,Normal,5,95,95,95,59,344,Sinistea,Ghost,16,40,45,45,50,180,0,9123,772,854
Silvally,Normal,5,95,95,95,95,380,Spiritomb,Ghost,16,50,92,108,35,285,0,9124,773,442
Minior Meteor Form,Rock,15,60,60,100,60,280,Trevenant,Ghost,16,85,110,76,56,267,0,9125,774,709
Minior Core Form,Rock,15,60,100,60,120,340,Yamask,Ghost,16,38,30,85,30,83,0,9126,774,562
Komala,Normal,5,65,115,65,65,310,Banette,Ghost,16,64,115,65,65,309,0,9127,775,354
Turtonator,Fire,2,60,78,135,36,309,Chandelure,Ghost,16,60,55,90,80,285,0,9128,776,609
Togedemaru,Electric,8,65,98,63,96,322,Cofagrigus,Ghost,16,58,50,145,30,185,0,9129,777,563
Mimikyu,Ghost,16,55,90,80,96,321,Cursola,Ghost,16,60,95,50,30,55,0,9130,778,864
Bruxish,Water,3,68,105,70,92,335,Dhelmise,Ghost,16,70,131,100,40,288.5,0,9131,779,781
Drampa,Normal,5,78,60,85,36,259,Drifblim,Ghost,16,150,80,44,80,354,1,9132,780,426
Dhelmise,Ghost,16,70,131,100,40,341,Drifloon,Ghost,16,90,50,34,70,-18,0,9133,781,425
Jangmo-o,Dragon,17,45,55,65,45,210,Dusclops,Ghost,16,40,70,130,25,210,1,9134,782,356
Hakamo-o,Dragon,17,55,75,90,65,285,Dusknoir,Ghost,16,45,100,135,45,250,0,9135,783,477
Kommo-o,Dragon,17,75,110,125,85,395,Duskull,Ghost,16,20,40,90,25,65,0,9136,784,355
Tapu Koko,Electric,8,70,115,85,130,400,Galarian Corsola,Ghost,16,60,55,100,30,130,0,9137,785,222
Tapu Lele,Psychic,14,70,85,75,95,325,Gastly,Ghost,16,30,35,30,80,5,0,9138,786,92
Tapu Bulu,Grass,1,70,130,115,75,390,Gengar,Ghost,16,60,65,60,110,230,0,9139,787,94
Tapu Fini,Water,3,70,75,115,85,345,Giratina Altered Forme,Ghost,16,150,100,120,90,422.5,1,9140,788,487
Cosmog,Psychic,14,43,29,31,37,140,Giratina Origin Forme,Ghost,16,150,120,100,90,431,1,9141,789,487
Cosmoem,Psychic,14,43,29,131,37,240,Gourgeist Average Size,Ghost,16,65,90,122,84,332,1,9142,790,711
Solgaleo,Psychic,14,137,137,107,97,478,Gourgeist Large Size,Ghost,16,75,95,122,69,224,0,9143,791,711
Lunala,Psychic,14,137,113,89,97,436,Gourgeist Small Size,Ghost,16,55,85,122,99,248,0,9144,792,711
Nihilego,Rock,15,109,53,47,103,312,Gourgeist Super Size,Ghost,16,85,100,122,54,308,0,9145,793,711
Buzzwole,Bug,4,107,139,139,79,464,Haunter,Ghost,16,45,50,45,95,200.25,0,9146,794,93
Pheromosa,Bug,4,71,137,37,151,396,Lampent,Ghost,16,60,40,60,55,180.75,0,9147,795,608
Xurkitree,Electric,8,83,89,71,83,326,Litwick,Ghost,16,50,30,55,20,66,0,9148,796,607
Celesteela,Steel,12,97,101,103,61,362,Mega Banette,Ghost,16,64,165,75,75,278,0,9149,797,354
Kartana,Grass,1,59,181,131,109,480,Mega Gengar,Ghost,16,60,65,80,130,244.5,0,9150,798,94
Guzzlord,Dark,6,223,101,53,43,420,Mimikyu,Ghost,16,55,90,80,96,220,0,9151,799,778
Necrozma,Psychic,14,97,107,101,79,384,Misdreavus,Ghost,16,60,60,60,85,158,0,9152,800,200
Dusk Mane Necrozma,Psychic,14,97,157,127,77,458,Mismagius,Ghost,16,60,60,60,105,128,0,9153,800,429
Dawn Wings Necrozma,Psychic,14,97,113,109,77,396,Oricorio Sensu Style,Ghost,16,75,70,70,93,195,0,9154,800,741
Ultra Necrozma,Psychic,14,97,167,97,129,490,Palossand,Ghost,16,85,75,110,35,138,0,9155,800,770
Magearna,Steel,12,80,95,115,65,355,Phantump,Ghost,16,43,70,48,38,104,0,9156,801,708
Marshadow,Fighting,13,90,125,80,125,420,Polteageist,Ghost,16,60,65,65,70,135,0,9157,802,855
Poipole,Poison,7,67,73,67,73,280,Pumpkaboo Average Size,Ghost,16,49,66,70,51,163,0,9158,803,710
Naganadel,Poison,7,73,73,73,121,340,Pumpkaboo Large Size,Ghost,16,54,66,70,46,163,0,9159,804,710
Stakataka,Rock,15,61,131,211,13,416,Pumpkaboo Small Size,Ghost,16,44,66,70,56,105,0,9160,805,710
Blacephalon,Fire,2,53,127,53,107,340,Pumpkaboo Super Size,Ghost,16,59,66,70,41,-18,0,9161,806,710
Zeraora,Electric,8,88,112,75,143,418,Sandygast,Ghost,16,55,55,80,15,205,0,9162,807,769
Meltan,Steel,12,46,65,65,34,210,Shuppet,Ghost,16,44,75,35,45,134,0,9163,808,353
Melmetal,Steel,12,135,143,143,34,455,Sinistea,Ghost,16,40,45,45,50,37,0,9164,809,854
Grookey,Grass,1,50,65,50,65,230,Spiritomb,Ghost,16,50,92,108,35,220,0,9165,810,442
Thwackey,Grass,1,70,85,70,80,305,Trevenant,Ghost,16,85,110,76,56,284.5,0,9166,811,709
Rillaboom,Grass,1,100,125,90,85,400,Yamask,Ghost,16,38,30,85,30,58,0,9167,812,562
Scorbunny,Fire,2,50,71,40,69,230,Banette,Ghost,16,64,115,65,65,238,1,9168,813,354
Raboot,Fire,2,65,86,60,94,305,Chandelure,Ghost,16,60,55,90,80,285,0,9169,814,609
Cinderace,Fire,2,80,116,75,119,390,Cofagrigus,Ghost,16,58,50,145,30,167,0,9170,815,563
Sobble,Water,3,50,40,40,70,200,Cursola,Ghost,16,60,95,50,30,195,0,9171,816,864
Drizzile,Water,3,65,60,55,90,270,Dhelmise,Ghost,16,70,131,100,40,311,1,9172,817,781
Inteleon,Water,3,70,85,65,120,340,Drifblim,Ghost,16,150,80,44,80,269,0,9173,818,426
Skwovet,Normal,5,70,55,55,25,205,Drifloon,Ghost,16,90,50,34,70,244,1,9174,819,425
Greedent,Normal,5,120,95,95,20,330,Dusclops,Ghost,16,40,70,130,25,265,0,9175,820,356
Rookidee,Flying,18,38,47,35,57,177,Dusknoir,Ghost,16,45,100,135,45,278,1,9176,821,477
Corvisquire,Flying,18,68,67,55,77,267,Duskull,Ghost,16,20,40,90,25,108,0,9177,822,355
Corviknight,Flying,18,98,87,105,67,357,Galarian Corsola,Ghost,16,60,55,100,30,158,0,9178,823,222
Blipbug,Bug,4,25,20,20,45,110,Gastly,Ghost,16,30,35,30,80,170,1,9179,824,92
Dottler,Bug,4,50,35,80,30,195,Gengar,Ghost,16,60,65,60,110,286.25,1,9180,825,94
Orbeetle,Bug,4,60,45,110,90,305,Giratina Altered Forme,Ghost,16,150,100,120,90,437.5,1,9181,826,487
Nickit,Dark,6,40,28,28,50,146,Giratina Origin Forme,Ghost,16,150,120,100,90,404,1,9182,827,487
Thievul,Dark,6,70,58,58,90,276,Gourgeist Average Size,Ghost,16,65,90,122,84,245,0,9183,828,711
Gossifleur,Grass,1,40,40,60,10,150,Gourgeist Large Size,Ghost,16,75,95,122,69,341,1,9184,829,711
Eldegoss,Grass,1,60,50,90,60,260,Gourgeist Small Size,Ghost,16,55,85,122,99,336,1,9185,830,711
Wooloo,Normal,5,42,40,55,48,185,Gourgeist Super Size,Ghost,16,85,100,122,54,361,1,9186,831,711
Dubwool,Normal,5,72,80,100,88,340,Haunter,Ghost,16,45,50,45,95,235,0,9187,832,93
Chewtle,Water,3,50,64,50,44,208,Lampent,Ghost,16,60,40,60,55,87,0,9188,833,608
Drednaw,Water,3,90,115,90,74,369,Litwick,Ghost,16,50,30,55,20,-75,0,9189,834,607
Yamper,Electric,8,59,45,50,26,180,Mega Banette,Ghost,16,64,165,75,75,334,1,9190,835,354
Boltund,Electric,8,69,90,60,121,340,Mega Gengar,Ghost,16,60,65,80,130,245,0,9191,836,94
Rolycoly,Rock,15,30,40,50,30,150,Mimikyu,Ghost,16,55,90,80,96,281,1,9192,837,778
Carkol,Rock,15,80,60,90,50,280,Misdreavus,Ghost,16,60,60,60,85,205,0,9193,838,200
Coalossal,Rock,15,110,80,120,30,340,Mismagius,Ghost,16,60,60,60,105,205,0,9194,839,429
Applin,Grass,1,40,40,80,20,180,Oricorio Sensu Style,Ghost,16,75,70,70,93,288,1,9195,840,741
Flapple,Grass,1,70,110,80,70,330,Palossand,Ghost,16,85,75,110,35,85,0,9196,841,770
Appletun,Grass,1,110,85,80,30,305,Phantump,Ghost,16,43,70,48,38,156.5,0,9197,842,708
Silicobra,Ground,9,52,57,75,46,230,Polteageist,Ghost,16,60,65,65,70,203,0,9198,843,855
Sandaconda,Ground,9,72,107,125,71,375,Pumpkaboo Average Size,Ghost,16,49,66,70,51,182.5,0,9199,844,710
Cramorant,Flying,18,70,85,55,85,295,Pumpkaboo Large Size,Ghost,16,54,66,70,46,66,0,9200,845,710
Arrokuda,Water,3,41,63,40,66,210,Pumpkaboo Small Size,Ghost,16,44,66,70,56,204.5,0,9201,846,710
Barraskewda,Water,3,61,123,60,136,380,Pumpkaboo Super Size,Ghost,16,59,66,70,41,174.5,0,9202,847,710
Toxel,Electric,8,40,38,35,40,153,Sandygast,Ghost,16,55,55,80,15,205,1,9203,848,769
Toxtricity Low Key Form,Electric,8,75,98,70,75,318,Shuppet,Ghost,16,44,75,35,45,101,0,9204,849,353
Toxtricity Amped Form,Electric,8,75,98,70,75,318,Sinistea,Ghost,16,40,45,45,50,82,0,9205,849,854
Sizzlipede,Fire,2,50,65,45,45,205,Spiritomb,Ghost,16,50,92,108,35,220,1,9206,850,442
Centiskorch,Fire,2,100,115,65,65,345,Trevenant,Ghost,16,85,110,76,56,97,0,9207,851,709
Clobbopus,Fighting,13,50,68,60,32,210,Yamask,Ghost,16,38,30,85,30,115,0,9208,852,562
Grapploct,Fighting,13,80,118,90,42,330,Banette,Ghost,16,64,115,65,65,191,0,9209,853,354
Sinistea,Ghost,16,40,45,45,50,180,Chandelure,Ghost,16,60,55,90,80,195,1,9210,854,609
Polteageist,Ghost,16,60,65,65,70,260,Cofagrigus,Ghost,16,58,50,145,30,153,0,9211,855,563
Hatenna,Psychic,14,42,30,45,39,156,Cursola,Ghost,16,60,95,50,30,205,1,9212,856,864
Hattrem,Psychic,14,57,40,65,49,211,Dhelmise,Ghost,16,70,131,100,40,301,1,9213,857,781
Hatterene,Psychic,14,57,90,95,29,271,Drifblim,Ghost,16,150,80,44,80,264,0,9214,858,426
Impidimp,Dark,6,45,45,30,50,170,Drifloon,Ghost,16,90,50,34,70,154,0,9215,859,425
Morgrem,Dark,6,65,60,45,70,240,Dusclops,Ghost,16,40,70,130,25,145,0,9216,860,356
Grimmsnarl,Dark,6,95,120,65,60,340,Dusknoir,Ghost,16,45,100,135,45,85,0,9217,861,477
Obstagoon,Dark,6,93,90,101,95,379,Duskull,Ghost,16,20,40,90,25,-5,0,9218,862,355
Perrserker,Steel,12,70,110,100,50,330,Galarian Corsola,Ghost,16,60,55,100,30,135,0,9219,863,222
Cursola,Ghost,16,60,95,50,30,235,Gastly,Ghost,16,30,35,30,80,-15,0,9220,864,92
Sirfetch'd,Fighting,13,62,135,95,65,357,Gengar,Ghost,16,60,65,60,110,227.5,0,9221,865,94
Mr. Rime,Psychic,14,80,85,75,70,310,Giratina Altered Forme,Ghost,16,150,100,120,90,375,1,9222,866,487
Runerigus,Ground,9,58,95,145,30,328,Giratina Origin Forme,Ghost,16,150,120,100,90,460,1,9223,867,487
Milcery,Fairy,11,45,40,40,34,159,Gourgeist Average Size,Ghost,16,65,90,122,84,321,1,9224,868,711
Alcremie,Fairy,11,65,60,75,64,264,Gourgeist Large Size,Ghost,16,75,95,122,69,301,1,9225,869,711
Falinks,Fighting,13,65,100,100,75,340,Gourgeist Small Size,Ghost,16,55,85,122,99,261,0,9226,870,711
Pincurchin,Electric,8,48,101,95,15,259,Gourgeist Super Size,Ghost,16,85,100,122,54,310.5,1,9227,871,711
Snom,Ice,10,30,25,35,20,110,Haunter,Ghost,16,45,50,45,95,210,1,9228,872,93
Frosmoth,Ice,10,70,65,60,65,260,Lampent,Ghost,16,60,40,60,55,182.5,0,9229,873,608
Stonjourner,Rock,15,100,125,135,70,430,Litwick,Ghost,16,50,30,55,20,-95,0,9230,874,607
Eiscue Ice Face,Ice,10,75,80,110,50,315,Mega Banette,Ghost,16,64,165,75,75,299,0,9231,875,354
Eiscue Noice Face,Ice,10,75,80,70,130,355,Mega Gengar,Ghost,16,60,65,80,130,255,0,9232,875,94
Indeedee Male,Psychic,14,60,65,55,95,275,Mimikyu,Ghost,16,55,90,80,96,256,0,9233,876,778
Indeedee Female,Psychic,14,70,55,65,85,275,Misdreavus,Ghost,16,60,60,60,85,210,0,9234,876,200
Morpeko Full Belly Mode,Electric,8,58,95,58,97,308,Mismagius,Ghost,16,60,60,60,105,190,0,9235,877,429
Morpeko Hangry Mode,Electric,8,58,95,58,97,308,Oricorio Sensu Style,Ghost,16,75,70,70,93,118,0,9236,877,741
Cufant,Steel,12,72,80,49,40,241,Palossand,Ghost,16,85,75,110,35,225,0,9237,878,770
Copperajah,Steel,12,122,130,69,30,351,Phantump,Ghost,16,43,70,48,38,69,0,9238,879,708
Dracozolt,Electric,8,90,100,90,75,355,Polteageist,Ghost,16,60,65,65,70,160,0,9239,880,855
Arctozolt,Electric,8,90,100,90,55,335,Pumpkaboo Average Size,Ghost,16,49,66,70,51,186,0,9240,881,710
Dracovish,Water,3,90,90,100,75,355,Pumpkaboo Large Size,Ghost,16,54,66,70,46,191,0,9241,882,710
Arctovish,Water,3,90,90,100,55,335,Pumpkaboo Small Size,Ghost,16,44,66,70,56,191,0,9242,883,710
Duraludon,Steel,12,70,95,115,85,365,Pumpkaboo Super Size,Ghost,16,59,66,70,41,141,0,9243,884,710
Dreepy,Dragon,17,28,60,30,82,200,Sandygast,Ghost,16,55,55,80,15,145,0,9244,885,769
Drakloak,Dragon,17,68,80,50,102,300,Shuppet,Ghost,16,44,75,35,45,119,0,9245,886,353
Dragapult,Dragon,17,88,120,75,142,425,Sinistea,Ghost,16,40,45,45,50,60,0,9246,887,854
Zacian,Fairy,11,92,170,115,148,525,Spiritomb,Ghost,16,50,92,108,35,-55,0,9247,888,442
Zacian Hero,Fairy,11,92,130,115,138,475,Trevenant,Ghost,16,85,110,76,56,197,0,9248,888,709
Zamazenta,Fighting,13,92,130,145,128,495,Yamask,Ghost,16,38,30,85,30,53,0,9249,889,562
Zamazenta Hero,Fighting,13,92,130,115,138,475,Banette,Ghost,16,64,115,65,65,179,0,9250,889,354
Eternatus,Poison,7,140,85,95,130,450,Chandelure,Ghost,16,60,55,90,80,242.5,0,9251,890,609
Eternatus Eternamax,Poison,7,255,115,250,130,750,Cofagrigus,Ghost,16,58,50,145,30,225.5,0,9252,890,563
Bulbasaur,Grass,1,45,49,49,45,188,Abomasnow,Grass,1,90,92,75,60,292.5,1,9253,1,460
Ivysaur,Grass,1,60,62,63,60,245,Alolan Exeggutor,Grass,1,95,105,85,45,314.5,1,9254,2,103
Venusaur,Grass,1,80,82,83,80,325,Amoonguss,Grass,1,114,85,70,30,278.5,0,9255,3,591
Mega Venusaur,Grass,1,80,100,123,80,383,Appletun,Grass,1,110,85,80,30,280,0,9256,3,842
Charmander,Fire,2,39,52,43,65,199,Applin,Grass,1,40,40,80,20,128,0,9257,4,840
Charmeleon,Fire,2,58,64,58,80,260,Bayleef,Grass,1,60,62,80,60,134,0,9258,5,153
Charizard,Fire,2,78,84,78,100,340,Bellossom,Grass,1,75,80,95,50,132,0,9259,6,182
Mega Charizard X,Fire,2,78,130,111,100,419,Bellsprout,Grass,1,50,75,35,40,-60,0,9260,6,69
